label,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
one,-0.020257186144590378,0.0834406316280365,0.03829892352223396,-0.040560945868492126,0.056800782680511475,0.014297324232757092,-0.04027833789587021,0.033654019236564636,-0.012040596455335617,-0.02933635376393795,0.011543693020939827,-0.042646393179893494,-0.011809814721345901,-0.007387828081846237,-0.05732885003089905,-0.026520371437072754,-0.012184429913759232,-0.0008747800020501018,-0.021441051736474037,-0.04454052820801735,-0.005299234762787819,-0.020516250282526016,-0.06712675839662552,-0.013156048953533173,-0.01747724786400795,-0.08861720561981201,-0.03176812827587128,-0.0032718153670430183,-0.006351036950945854,0.0033487353939563036,0.002681473270058632,-0.024104613810777664,-0.029169047251343727,-0.010769888758659363,-0.007361747324466705,-0.04725990071892738,-0.017922038212418556,0.011379161849617958,-0.04308289662003517,0.01861969195306301,0.006045300513505936,0.0020174412056803703,0.017141666263341904,-0.003201447194442153,-0.030824488028883934,0.0030743968673050404,0.0176004059612751,-0.037958789616823196,-0.005236662924289703,0.032198429107666016,-0.025638656690716743,0.026349326595664024,0.028517846018075943,0.0001854558358900249,0.030360961332917213,0.01768689788877964,-0.022204898297786713,0.016211748123168945,0.029644493013620377,-0.03174903988838196,0.005011409986764193,0.04001133516430855,-0.01771201752126217,0.0
one,0.022860649973154068,0.08406226336956024,0.036152858287096024,0.04298864305019379,0.05292809382081032,0.011413793079555035,0.04374385625123978,0.026115890592336655,-0.011000825092196465,0.0337502658367157,0.0030408892780542374,-0.03824293613433838,0.01986727863550186,-0.018470292910933495,-0.052448857575654984,0.022971292957663536,-0.01618603989481926,-0.0005512170027941465,0.02324087545275688,-0.04534493014216423,-0.005514899734407663,0.021748904138803482,-0.06791813671588898,-0.013067072257399559,0.018582962453365326,-0.08604748547077179,-0.03244970366358757,1.3121170923113823e-06,-0.005660728085786104,0.005436275620013475,-0.009352530352771282,-0.03133358061313629,-0.02554752118885517,0.0005948788020759821,-0.013182362541556358,-0.045278605073690414,0.01064557395875454,0.0035811287816613913,-0.03835359588265419,-0.018491310998797417,0.008837493136525154,0.0006508028600364923,-0.020755186676979065,-0.0011172425001859665,-0.030667059123516083,-0.0010950393043458462,0.014398310333490372,-0.03890278935432434,0.012241533026099205,0.029573669657111168,-0.024324173107743263,-0.027997545897960663,0.033711157739162445,-0.0011220169253647327,-0.028803255409002304,0.020531143993139267,-0.02082442119717598,-0.013212809339165688,0.026630986481904984,-0.03228580951690674,-0.002171057276427746,0.04118107259273529,-0.023026231676340103,1.0
one,0.03815605491399765,0.08161349594593048,0.03869066759943962,0.052560824900865555,0.053341858088970184,0.002716921968385577,0.036306459456682205,0.04108528792858124,-0.021775512024760246,0.007330980151891708,0.0318869911134243,-0.04675642400979996,-0.02632232755422592,0.03108873963356018,-0.044024404138326645,0.021065756678581238,-0.015147506259381771,-0.014347204007208347,0.010075196623802185,-0.046388059854507446,-0.023091888055205345,0.0026335716247558594,-0.067829430103302,-0.030028698965907097,-0.007335983216762543,-0.09126679599285126,-0.05031942203640938,-0.0012156632728874683,-0.006861747242510319,0.002816568361595273,-0.018682977184653282,-0.009056756272912025,-0.028981337323784828,-0.009070883505046368,0.012053579092025757,-0.03972504660487175,0.003610702697187662,0.02083193138241768,-0.018791116774082184,-0.014722250401973724,0.010154854506254196,0.011311759240925312,-0.02710000053048134,0.013988979160785675,-0.02323765493929386,-0.010645772330462933,0.029874596744775772,-0.020393697544932365,-0.0022311564534902573,0.03467494994401932,-0.0003402317233849317,-0.023652873933315277,0.03621787205338478,0.019975580275058746,-0.030247433111071587,0.03122544102370739,-0.003700326196849346,-0.022150134667754173,0.04014290124177933,-0.010676361620426178,-0.012209117412567139,0.042394571006298065,0.0004886618116870522,1.0
one,-0.014838320203125477,0.08493467420339584,0.04682576656341553,-0.038278624415397644,0.06124313920736313,0.012800978496670723,-0.02959846705198288,0.04465654119849205,-0.010204014368355274,-0.010706485249102116,0.02756146900355816,-0.039147086441516876,0.016681164503097534,0.019340205937623978,-0.04717633128166199,-0.02752411738038063,-0.007293215021491051,-0.003983170259743929,-0.023892216384410858,-0.03918372094631195,-0.007961063645780087,-0.017780542373657227,-0.0636238157749176,-0.015893051400780678,-0.017315855249762535,-0.08030669391155243,-0.03664834424853325,-0.0030844297725707293,-0.008292424492537975,0.0031294224318116903,0.004535304848104715,-0.013692108914256096,-0.030456533655524254,-0.004323274362832308,0.009972963482141495,-0.041717350482940674,-0.00881925504654646,0.02085256204009056,-0.017041698098182678,0.01950664445757866,0.0037936335429549217,0.004812957253307104,0.021716607734560966,0.0031736521050333977,-0.028282737359404564,0.01328316330909729,0.026591647416353226,-0.03340538963675499,0.005943853408098221,0.0321606770157814,-0.008041399531066418,0.030366918072104454,0.024701498448848724,0.006676106713712215,0.038211312144994736,0.016743890941143036,-0.012264569289982319,0.03300006687641144,0.030910061672329903,-0.020977651700377464,0.02292492240667343,0.035732824355363846,-0.003254844341427088,0.0
one,0.006210867781192064,0.08696921914815903,0.040419965982437134,0.030051400884985924,0.06258485466241837,0.013554935343563557,0.04053468257188797,0.039478715509176254,-0.008913441561162472,0.03799959644675255,0.01863721013069153,-0.037835050374269485,0.016696130856871605,0.009922243654727936,-0.049301330000162125,0.026057902723550797,-0.007747807539999485,-0.0014222490135580301,0.02786518819630146,-0.039258021861314774,-0.006023953668773174,0.026171710342168808,-0.061928097158670425,-0.014060231857001781,0.02206430584192276,-0.08251066505908966,-0.0350150540471077,0.0017179532442241907,-0.005223918706178665,0.005108552984893322,0.0007101524388417602,-0.019582118839025497,-0.034028369933366776,0.006892225705087185,0.00818535964936018,-0.04545000568032265,0.010155998170375824,0.027191396802663803,-0.026028886437416077,-0.017568379640579224,0.0030420245602726936,0.0015930647496134043,-0.020534953102469444,-0.0023517869412899017,-0.03322427719831467,-0.007544904015958309,0.020135805010795593,-0.03978830575942993,-0.0015484935138374567,0.03848014399409294,-0.020236404612660408,-0.035109035670757294,0.02561108022928238,0.0005613700486719608,-0.03654354438185692,0.014902742579579353,-0.022741125896573067,-0.024450775235891342,0.02737082727253437,-0.03426967188715935,-0.017763951793313026,0.04123678803443909,-0.02170206420123577,1.0
one,-0.04821934551000595,0.06659398227930069,0.027129918336868286,-0.059798866510391235,0.0336775928735733,0.006724659353494644,-0.052436377853155136,0.00740385428071022,-0.005362368188798428,-0.040706221014261246,-0.018211089074611664,-0.023333510383963585,-0.0194317027926445,-0.026670964434742928,-0.03296823427081108,-0.021287700161337852,-0.01990640163421631,0.002091450849547982,-0.004300536587834358,-0.04576300457119942,-0.0004803510382771492,0.007368069142103195,-0.0676511824131012,-0.00875371228903532,0.016258198767900467,-0.08669926226139069,-0.029277848079800606,-0.0009237313643097878,-0.006470427382737398,0.005556836258620024,-0.00018898490816354752,-0.01911105588078499,-0.03372813016176224,-0.024301614612340927,-0.0011783745139837265,-0.045978643000125885,-0.030205385759472847,0.012154687196016312,-0.023685134947299957,0.014772290363907814,0.012115836143493652,-0.00033461948623880744,0.007784828543663025,0.0031685014255344868,-0.03676028549671173,-0.014238161966204643,0.021410873159766197,-0.04018878564238548,-0.021681448444724083,0.03743124008178711,-0.018908744677901268,0.013795861974358559,0.034005530178546906,-0.004447278566658497,0.019876915961503983,0.022454004734754562,-0.028563905507326126,0.0009019654244184494,0.030093152076005936,-0.04093748703598976,-0.008629963733255863,0.03935207799077034,-0.02412995509803295,0.0
one,0.013668602332472801,0.08841060101985931,0.005501624196767807,0.03264463692903519,0.06187955662608147,-0.013724096119403839,0.034221433103084564,0.030445244163274765,-0.03262767195701599,0.020490504801273346,9.16430726647377e-05,-0.04848792031407356,-0.005688123870640993,-0.019244158640503883,-0.04969361051917076,0.027035608887672424,-0.007223444525152445,-0.0055598304606974125,0.02501426264643669,-0.03917762637138367,-0.010073371231555939,0.01987779326736927,-0.060514044016599655,-0.019683264195919037,0.017301669344305992,-0.07931989431381226,-0.03994714468717575,0.002517254091799259,-0.00412097480148077,0.005607017315924168,-0.009300000965595245,-0.023236194625496864,-0.025943681597709656,-0.006436498835682869,-0.00201006350107491,-0.04087983816862106,-0.00020826514810323715,0.01611914485692978,-0.0317072868347168,-0.017766496166586876,0.0036306397523730993,0.004095316398888826,-0.024330712854862213,-0.003455973230302334,-0.026670847088098526,-0.014755668118596077,0.018690334632992744,-0.03323467820882797,-0.006224951706826687,0.03711819276213646,-0.017813723534345627,-0.035394638776779175,0.02504902333021164,0.003488450776785612,-0.03910510241985321,0.015250480733811855,-0.017717231065034866,-0.029284745454788208,0.027945253998041153,-0.03103341907262802,-0.0209648497402668,0.04141891747713089,-0.01927611418068409,1.0
one,-0.022504128515720367,0.08027724176645279,0.03720466047525406,-0.04245071858167648,0.0529242642223835,0.010662642307579517,-0.039170049130916595,0.030672846361994743,-0.012009864673018456,-0.02746760845184326,0.008260012604296207,-0.03744906932115555,-0.008289621211588383,-0.009464309550821781,-0.05303151160478592,-0.027347402647137642,-0.013296769931912422,-0.0022693853825330734,-0.02258661761879921,-0.042349137365818024,-0.008418132551014423,-0.018903229385614395,-0.06270856410264969,-0.015547447837889194,-0.018374821171164513,-0.08206044137477875,-0.03675989806652069,-0.0036851551849395037,-0.006295527331531048,0.004358460661023855,0.005831538699567318,-0.019366523250937462,-0.03189761936664581,-0.010344001464545727,0.0019981847144663334,-0.047221116721630096,-0.016479117795825005,0.015818722546100616,-0.031644225120544434,0.01863003335893154,0.0064043584279716015,0.003036415670067072,0.01843933016061783,0.003462017746642232,-0.03247914835810661,0.002859618980437517,0.023536300286650658,-0.0405285581946373,-0.0020953407511115074,0.03490276634693146,-0.020236706361174583,0.027670959010720253,0.0284137986600399,0.0019082529470324516,0.03361232206225395,0.020258547738194466,-0.01933082938194275,0.020669717341661453,0.031100228428840637,-0.029863253235816956,0.009721304289996624,0.03952860087156296,-0.014648688957095146,0.0
one,0.026424001902341843,0.0839211717247963,0.04726732149720192,0.045034244656562805,0.05963358283042908,0.00922156311571598,0.03472953289747238,0.04546693339943886,-0.022147098556160927,0.012517574243247509,0.035230834037065506,-0.057051803916692734,-0.01725318841636181,0.0311135221272707,-0.05698982998728752,0.024063147604465485,-0.010999341495335102,-0.014061134308576584,0.021955862641334534,-0.04504438489675522,-0.02091400697827339,0.018650071695446968,-0.06834785640239716,-0.025276392698287964,0.013900227844715118,-0.09255803376436234,-0.045894309878349304,5.200877785682678e-05,-0.007215730380266905,0.002613615244626999,-0.015215620398521423,-0.016541633754968643,-0.033404409885406494,-0.009268431924283504,0.006743843667209148,-0.048209331929683685,0.0001193266361951828,0.0227870624512434,-0.02854231558740139,-0.01682540774345398,0.007400204427540302,0.01036042906343937,-0.026903584599494934,0.009136568754911423,-0.02747417241334915,-0.01213864516466856,0.031387001276016235,-0.027127718552947044,-0.004733568988740444,0.040931906551122665,-0.005100126378238201,-0.030719999223947525,0.03306027501821518,0.020698461681604385,-0.03446454927325249,0.029428213834762573,-0.0046528722159564495,-0.025004178285598755,0.04176463931798935,-0.014806359075009823,-0.014230838045477867,0.04483472555875778,-0.0007464851951226592,1.0
one,-0.03269066661596298,0.08060392737388611,0.050384216010570526,-0.05062588304281235,0.057041194289922714,0.011052839457988739,-0.038385335355997086,0.041848428547382355,-0.014050077646970749,-0.016175193712115288,0.026503635570406914,-0.04048173129558563,0.012354973703622818,0.018883345648646355,-0.0522930845618248,-0.02824970707297325,-0.009927078150212765,-0.007258183788508177,-0.022845227271318436,-0.039811208844184875,-0.012864100746810436,-0.0185332540422678,-0.06365209817886353,-0.026594368740916252,-0.0203552208840847,-0.08053405582904816,-0.04830361157655716,-0.003300219541415572,-0.00849494244903326,0.002522887196391821,0.011905870400369167,-0.02323160693049431,-0.023537376895546913,0.007446122355759144,-0.0045362659730017185,-0.04347372427582741,-0.005287257954478264,0.011078965850174427,-0.040735408663749695,0.01928132399916649,0.005622943863272667,0.006461575627326965,0.028491947799921036,-0.0060995277017354965,-0.017737168818712234,0.02477862499654293,0.009173797443509102,-0.035289376974105835,0.01243179477751255,0.024084053933620453,-0.03350352868437767,0.02790452539920807,0.02835143357515335,0.01175437867641449,0.04069066792726517,0.014265992678701878,-0.005202540662139654,0.03881212696433067,0.023060303181409836,-0.020901290699839592,0.025151822715997696,0.03195951133966446,-0.01853305660188198,0.0
